queue_id,queue_type,queue_status,annotator_id,queue_position,scene_id,trajectory_id,split,recording_id,source_recording_file,source_recording_track_id,frame_start,frame_end,number_of_points,trajectory_source_path,trajectory_source_checksum,video_available
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,33,bellevue_116th_ne12th,bellevue_116th_ne12th:69194,target_estimation,Bellevue_116th_NE12th__2017-09-10_20-09-12,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_20-09-12.mp4,17925,33887,34245,359,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_20-09-12.parquet,bd0eca29c673aaa26f1307a0d5e552648ad838e51d238d58240912d393824c9f,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,34,bellevue_116th_ne12th,bellevue_116th_ne12th:140520,target_estimation,Bellevue_116th_NE12th__2017-09-10_23-08-29,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_23-08-29.mp4,14347,31718,31929,212,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_23-08-29.parquet,31046a227dc21d93d0d18b6bf3310b914743b8f9bd6b32b0acce705bc0a42f3a,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,35,bellevue_116th_ne12th,bellevue_116th_ne12th:121606,target_estimation,Bellevue_116th_NE12th__2017-09-10_22-08-50,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_22-08-50.mp4,1489,3048,3191,144,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_22-08-50.parquet,a028f4409d9ccbf84e99b842174cdb2713d4b2169522ac1718dd4320e2344500,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,36,bellevue_116th_ne12th,bellevue_116th_ne12th:94356,target_estimation,Bellevue_116th_NE12th__2017-09-10_21-08-54,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_21-08-54.mp4,19761,34620,35265,646,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_21-08-54.parquet,ad024efff91a68a4ef554cfa6a9f07d34a845d242770952037688b6bfa5e6317,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,37,bellevue_116th_ne12th,bellevue_116th_ne12th:42888,target_estimation,Bellevue_116th_NE12th__2017-09-10_19-08-25,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_19-08-25.mp4,42888,90310,90525,216,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_19-08-25.parquet,b068313f869dc5d2b8e2b963b295a74593b61bb348d9cc1d6c849b6323eb1c7b,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,38,bellevue_116th_ne12th,bellevue_116th_ne12th:72406,target_estimation,Bellevue_116th_NE12th__2017-09-10_20-09-12,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_20-09-12.mp4,21137,39900,40058,159,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_20-09-12.parquet,bd0eca29c673aaa26f1307a0d5e552648ad838e51d238d58240912d393824c9f,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,39,bellevue_116th_ne12th,bellevue_116th_ne12th:132798,target_estimation,Bellevue_116th_NE12th__2017-09-10_23-08-29,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_23-08-29.mp4,6625,13815,13993,179,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_23-08-29.parquet,31046a227dc21d93d0d18b6bf3310b914743b8f9bd6b32b0acce705bc0a42f3a,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,40,bellevue_116th_ne12th,bellevue_116th_ne12th:124862,target_estimation,Bellevue_116th_NE12th__2017-09-10_22-08-50,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_22-08-50.mp4,4745,10341,10456,116,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_22-08-50.parquet,a028f4409d9ccbf84e99b842174cdb2713d4b2169522ac1718dd4320e2344500,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,41,bellevue_116th_ne12th,bellevue_116th_ne12th:119919,target_estimation,Bellevue_116th_NE12th__2017-09-10_21-08-54,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_21-08-54.mp4,45324,87079,87300,222,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_21-08-54.parquet,ad024efff91a68a4ef554cfa6a9f07d34a845d242770952037688b6bfa5e6317,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,42,bellevue_116th_ne12th,bellevue_116th_ne12th:18657,target_estimation,Bellevue_116th_NE12th__2017-09-10_19-08-25,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_19-08-25.mp4,18657,40858,41251,394,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_19-08-25.parquet,b068313f869dc5d2b8e2b963b295a74593b61bb348d9cc1d6c849b6323eb1c7b,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,43,bellevue_116th_ne12th,bellevue_116th_ne12th:51390,target_estimation,Bellevue_116th_NE12th__2017-09-10_20-09-12,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_20-09-12.mp4,121,322,452,131,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_20-09-12.parquet,bd0eca29c673aaa26f1307a0d5e552648ad838e51d238d58240912d393824c9f,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,44,bellevue_116th_ne12th,bellevue_116th_ne12th:158733,target_estimation,Bellevue_116th_NE12th__2017-09-10_23-08-29,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_23-08-29.mp4,32560,70693,70893,201,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_23-08-29.parquet,31046a227dc21d93d0d18b6bf3310b914743b8f9bd6b32b0acce705bc0a42f3a,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,45,bellevue_116th_ne12th,bellevue_116th_ne12th:121071,target_estimation,Bellevue_116th_NE12th__2017-09-10_22-08-50,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_22-08-50.mp4,954,2051,2210,160,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_22-08-50.parquet,a028f4409d9ccbf84e99b842174cdb2713d4b2169522ac1718dd4320e2344500,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,46,bellevue_116th_ne12th,bellevue_116th_ne12th:85080,target_estimation,Bellevue_116th_NE12th__2017-09-10_21-08-54,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_21-08-54.mp4,10485,18529,18832,304,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_21-08-54.parquet,ad024efff91a68a4ef554cfa6a9f07d34a845d242770952037688b6bfa5e6317,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,47,bellevue_116th_ne12th,bellevue_116th_ne12th:38235,target_estimation,Bellevue_116th_NE12th__2017-09-10_19-08-25,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_19-08-25.mp4,38235,81594,81762,169,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_19-08-25.parquet,b068313f869dc5d2b8e2b963b295a74593b61bb348d9cc1d6c849b6323eb1c7b,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,48,bellevue_116th_ne12th,bellevue_116th_ne12th:65103,target_estimation,Bellevue_116th_NE12th__2017-09-10_20-09-12,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_20-09-12.mp4,13834,26061,26385,325,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_20-09-12.parquet,bd0eca29c673aaa26f1307a0d5e552648ad838e51d238d58240912d393824c9f,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,49,bellevue_116th_ne12th,bellevue_116th_ne12th:173307,target_estimation,Bellevue_116th_NE12th__2017-09-10_23-08-29,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_23-08-29.mp4,47134,101996,102207,212,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_23-08-29.parquet,31046a227dc21d93d0d18b6bf3310b914743b8f9bd6b32b0acce705bc0a42f3a,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,50,bellevue_116th_ne12th,bellevue_116th_ne12th:122021,target_estimation,Bellevue_116th_NE12th__2017-09-10_22-08-50,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_22-08-50.mp4,1904,3794,3946,153,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_22-08-50.parquet,a028f4409d9ccbf84e99b842174cdb2713d4b2169522ac1718dd4320e2344500,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,51,bellevue_116th_ne12th,bellevue_116th_ne12th:80430,target_estimation,Bellevue_116th_NE12th__2017-09-10_21-08-54,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_21-08-54.mp4,5835,10422,10492,71,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_21-08-54.parquet,ad024efff91a68a4ef554cfa6a9f07d34a845d242770952037688b6bfa5e6317,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,52,bellevue_116th_ne12th,bellevue_116th_ne12th:7290,target_estimation,Bellevue_116th_NE12th__2017-09-10_19-08-25,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_19-08-25.mp4,7290,16851,17054,204,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_19-08-25.parquet,b068313f869dc5d2b8e2b963b295a74593b61bb348d9cc1d6c849b6323eb1c7b,True
protocol_pilot_v1,protocol_pilot,available_for_protocol_development,protocol_pilot,53,bellevue_116th_ne12th,bellevue_116th_ne12th:60504,target_estimation,Bellevue_116th_NE12th__2017-09-10_20-09-12,data/raw/bellevue_116th_ne12th/Bellevue_116th_NE12th__2017-09-10_20-09-12.mp4,9235,18203,18424,222,data/interim/bellevue_116th_ne12th/tracks_Bellevue_116th_NE12th__2017-09-10_20-09-12.parquet,bd0eca29c673aaa26f1307a0d5e552648ad838e51d238d58240912d393824c9f,True
