weight_id,family,T,O,B,S,D
global_0063,global,0.05465940494967254,0.04058370382440184,0.23104425244193452,0.48594053781385693,0.18777210097013408
global_0064,global,0.2826001942121316,0.4197632390219965,0.0154531083379657,0.2218014051628462,0.060382053265059944
global_0065,global,0.26427644071345957,0.04556536533992118,0.18290395393038397,0.4147782492457648,0.09247599077047054
global_0066,global,0.2460817635288826,0.339377085508148,0.09495565055778941,0.10927041954950793,0.21031508085567197
global_0067,global,0.19218741309950943,0.11187044063309383,0.2966473621465201,0.32313804993184625,0.07615673418903027
global_0068,global,0.2322169861885507,0.12076948079756593,0.28379461440251824,0.020016597785531727,0.34320232082583335
global_0069,global,0.24568729455268545,0.14767285865329843,0.15094091501529763,0.014909085439244648,0.4407898463394739
global_0070,global,0.17147368448634476,0.20651232987394819,0.03919929089068374,0.35853879983740927,0.224275894911614
global_0071,global,0.12169748121844523,0.5115006606023207,0.25988057009887233,0.013181560335977966,0.09373972774438405
global_0072,global,0.2394317595377305,0.36281872132607046,0.1407354775239772,0.19718335967131959,0.059830681940902436
global_0073,global,0.33402698079842963,0.011628040031397323,0.28553549761447866,0.22853809748981516,0.14027138406587933
global_0074,global,0.01662492807811456,0.21369917834950783,0.1809591426453408,0.4852359112235624,0.10348083970347444
global_0075,global,0.23031470293443643,0.2707865364581365,0.252369423770197,0.12986317671472697,0.1166661601225028
global_0076,global,0.14360670277168622,0.12291271183937826,0.3891492619437505,0.08724250664657385,0.2570888167986113
global_0077,global,0.3060979185358557,0.12800065315099174,0.36854035101302757,0.03067704648616274,0.1666840308139622
global_0078,global,0.11370270063215071,0.22854774604227232,0.2984072011911085,0.23068036752704382,0.12866198460742465
global_0079,global,0.05035154925758726,0.4005688043276553,0.2397151533244142,0.19195690433626078,0.11740758875408253
global_0080,global,0.04875982328948002,0.36190718738106237,0.3237358243659176,0.15355464208035582,0.11204252288318431
global_0081,global,0.3486536144453734,0.2629721534172656,0.03439020805055226,0.1285318592132424,0.22545216487356645
global_0082,global,0.11850592207646395,0.23861892195835482,0.002393790341042695,0.3884481307743242,0.25203323484981444
global_0083,global,0.18123625242192187,0.3775238217376374,0.30450200964107915,0.13182695779935433,0.004910958400007301
global_0084,global,0.13160394824411495,0.26893144355663645,0.3869267098459811,0.1560109505181362,0.05652694783513121
global_0085,global,0.1644145331770849,0.3876424074502066,0.03965934280624778,0.14948806576341056,0.2587956508030503
global_0086,global,0.06958090045133371,0.1296010959741868,0.0930981329109582,0.4132799619389302,0.29443990872459114
global_0087,global,0.13784820981115206,0.01794705970287442,0.44789933683901634,0.1321354749145436,0.2641699187324136
global_0088,global,0.12665683523633597,0.42738005476073293,0.1284783981405202,0.07101061281525411,0.24647409904715692
global_0089,global,0.3079560763768481,0.028816948635162855,0.03384637199911657,0.17199520233774832,0.45738540065112415
global_0090,global,0.5565060372747751,0.12555409297082126,0.12972626753458227,0.09544572419608967,0.09276787802373171
global_0091,global,0.04781844946406766,0.1932239068996036,0.27722675965714316,0.2174349518356303,0.2642959321435551
global_0092,global,0.06192460742053294,0.23660705220627998,0.19456563946665362,0.15839223644444914,0.3485104644620844
global_0093,global,0.13645662995374608,0.4375908830686011,0.28316748231423305,0.06280325909158554,0.07998174557183417
global_0094,global,0.1907128684767391,0.06536958621563715,0.48863813716890997,0.013809944486549784,0.2414694636521639
global_0095,global,0.007762750699500449,0.02377627656635481,0.3305260128835225,0.3254889986966326,0.3124459611539897
global_0096,global,0.007054812916439943,0.18797570973231698,0.07379803385856791,0.032789381666876075,0.6983820618257992
global_0097,global,0.2369540170155625,0.05499274582495432,0.4105587829400017,0.11884573469697167,0.17864871952250969
global_0098,global,0.42516979386185494,0.4315249115646776,0.06646025151221283,0.05656906815103555,0.020275974910219197
global_0099,global,0.05351604183090812,0.3571736878912923,0.007409510263351336,0.32638231951805546,0.25551844049639283
global_0100,global,0.33281213327315,0.012123799543203926,0.2974161413726831,0.14592512208364591,0.21172280372731703
global_0101,global,0.12093431171956548,0.5748055493418407,0.043830720701754255,0.10511152846673559,0.15531788977010397
global_0102,global,0.010555087633640192,0.0385018100459286,0.08517584710739064,0.7156021896595517,0.15016506555348888
global_0103,global,0.2317423788615934,0.2645976630690904,0.041005293791872545,0.06522356524287973,0.397431099034564
global_0104,global,0.054372645004290114,0.19483479328048148,0.25291155230887685,0.46290981734772896,0.03497119205862255
global_0105,global,0.03234145062921636,0.3826074516541517,0.21793164586924835,0.041091158590221145,0.32602829325716254
global_0106,global,0.4524437019459172,0.1340863522665572,0.34373840475041884,0.06046560444672262,0.009265936590383942
global_0107,global,0.4422259131834623,0.21992454494834043,0.12956366306313583,0.014167502336307586,0.19411837646875393
global_0108,global,0.02679969341503738,0.5613596180344103,0.026166923488141525,0.07322877247068825,0.3124449925917227
global_0109,global,0.530151741926875,0.3354439621747465,0.02086274337955835,0.08790769913997051,0.025633853378849814
global_0110,global,0.15880209318854818,0.008603945259236655,0.3064569786458034,0.27820200349701335,0.2479349794093984
global_0111,global,0.05295895226192494,0.17201269300096733,0.2649115209506007,0.25564720753020137,0.25446962625630554
global_0112,global,0.02873515757263712,0.35733462554728823,0.1016802430155593,0.3504589023899727,0.1617910714745428
global_0113,global,0.07327269337348767,0.4041204590890734,0.03406839932838718,0.04688377068374307,0.4416546775253086
global_0114,global,0.8179037730271068,0.019033440976904892,0.016534556217562384,0.026713316607309776,0.11981491317111605
global_0115,global,0.4464899049549625,0.24156515764848085,0.14290832217063248,0.12770024198054356,0.041336373245380746
global_0116,global,0.09724383514381656,0.7273621332357074,0.11197760840554313,0.024451180161471554,0.0389652430534612
global_0117,global,0.587739607701425,0.04218613551653254,0.11467092989710656,0.22075076693204637,0.03465255995288951
global_0118,global,0.07340333883949252,0.4821567431985593,0.11884555849611925,0.2711617445942567,0.05443261487157229
global_0119,global,0.13219313772666305,0.14502670425172848,0.26051421321428436,0.3441102533040001,0.11815569150332403
global_0120,global,0.01238418134557229,0.21453189989875526,0.3227534966145784,0.20546758932845116,0.2448628328126429
global_0121,global,0.03703421611421547,0.2720985669414944,0.13211038597032337,0.4276596860696025,0.13109714490436414
global_0122,global,0.12036251895599141,0.1436678024339424,0.290208933479417,0.3361285068646315,0.10963223826601767
global_0123,global,0.3552692879515034,0.030133098188074445,0.1730735918742565,0.2692201610792978,0.17230386090686758
global_0124,global,0.05367214122057173,0.030871965082379126,0.1377560571790704,0.44573924942615606,0.3319605870918227
global_0125,global,0.2402118434751956,0.1562383031795065,0.03262618711331019,0.5221782477325476,0.048745418499440106
global_0126,global,0.3815118710798419,0.27118967785424963,0.10959620419375696,0.16298840474511764,0.07471384212703376
global_0127,global,0.13620594562549007,0.09573170287751727,0.12082814331572557,0.2299540442687713,0.41728016391249595
global_0128,global,0.14427837204293664,0.12584822490770312,0.4167064250406046,0.17684709185722747,0.1363198861515282
global_0129,global,0.44471241698516334,0.2592168897367176,0.03267037199145168,0.1496699446245024,0.11373037666216503
global_0130,global,0.26741045763720545,0.3802129430966165,0.13573586599729962,0.1490684735639493,0.06757225970492903
global_0131,global,0.032881229127888136,0.24088388345134204,0.03101794372854421,0.27969454770721436,0.41552239598501106
global_0132,global,0.3302357619902547,0.1815256438054868,0.41776688722429617,0.06657338323390385,0.00389832374605844
global_0133,global,0.20964387050034194,0.08568844108257047,0.07396089872824908,0.5098719635818265,0.12083482610701181
global_0134,global,0.43672919512750136,0.23126235124880626,0.06772588174707715,0.21090919653235327,0.05337337534426195
global_0135,global,0.3242185532164675,0.29296823172141984,0.07310411219695573,0.07293709344192172,0.2367720094232353
global_0136,global,0.0584332432082306,0.4135846736334044,0.18388216840079197,0.029752984096723382,0.3143469306608497
global_0137,global,0.07697677003194096,0.23607012786813003,0.1934073848638805,0.012489198279248211,0.4810565189568003
global_0138,global,0.8340067996505197,0.13331211519811173,0.0185980270206105,0.003915519753718336,0.010167538377039775
global_0139,global,0.10852969892453566,0.1611065056576348,0.04440229663203029,0.2515521179472248,0.4344093808385744
global_0140,global,0.058245911969564385,0.38902880890821717,0.06163720814200192,0.013234151393848476,0.4778539195863681
global_0141,global,0.043056706892220346,0.15557128619957097,0.08138346310349794,0.6459866246597387,0.07400191914497209
global_0142,global,0.11195617312058659,0.050147972937351466,0.030849451424880676,0.19910519275529168,0.6079412097618896
global_0143,global,0.459872200682437,0.0004889260301414695,0.34651587623379404,0.18299498969287858,0.010128007360748937
global_0144,global,0.24255613589136388,0.17009195492992382,0.268313814494082,0.004522238005228895,0.31451585667940146
global_0145,global,0.2502509827945454,0.12671684154091092,0.020394682100039585,0.2866648014497305,0.31597269211477347
global_0146,global,0.08165997783513929,0.181283290280771,0.42141884566423765,0.126617790847023,0.18902009537282918
global_0147,global,0.21247372217737323,0.0028148327680437117,0.5794291347685563,0.10128293263185811,0.10399937765416867
global_0148,global,0.04942058568384252,0.02276461583063464,0.023328335920591952,0.49869074865033264,0.4057957139145982
global_0149,global,0.18430749892604698,0.0935385082062746,0.11576374703645341,0.38725311669285706,0.2191371291383679
global_0150,global,0.057335215727806525,0.00630507867625833,0.1040722830653601,0.48206390612300637,0.35022351640756855
global_0151,global,0.33699065727094285,0.3429096139045277,0.0044739642166679,0.032634701983029764,0.2829910626248318
global_0152,global,0.048864595067776365,0.26674662214867945,0.13341266911369273,0.09362891756047122,0.45734719610938024
global_0153,global,0.009355004594646298,0.13652004339092147,0.11338486630107618,0.7124010561410224,0.02833902957233346
global_0154,global,0.6459835963594247,0.06197106842308523,0.06753480463977604,0.011700476987310814,0.2128100535904033
global_0155,global,0.08440089274193864,0.4029681847678141,0.13562709649211957,0.1835886926479451,0.19341513335018254
global_0156,global,0.053983193430860145,0.03263686440918709,0.22460830011363064,0.6305794918412497,0.05819215020507236
global_0157,global,0.05932120893255901,0.1622905228655236,0.05831317572172843,0.1751006509922956,0.5449744414878934
global_0158,global,0.34090713771857295,0.03755287884071129,0.1802123965913036,0.21707158497769122,0.2242560018717209
global_0159,global,0.3723453674708575,0.022687390629574068,0.032470847884099506,0.5542733106897241,0.01822308332574481
global_0160,global,0.48807716222936337,0.058749083041685544,0.19687590190375945,0.19377507354908907,0.06252277927610252
global_0161,global,0.05367943707264154,0.14892613104981084,0.05585341536424932,0.5365642057469299,0.20497681076636856
global_0162,global,0.002751142411773533,0.5112547934887837,0.08356035136823468,0.08151567153412737,0.32091804119708056
global_0163,global,0.1601941797545773,0.6872597073118867,0.07774126751529294,0.032503122566075814,0.042301722852167205
global_0164,global,0.2538505802138925,0.11901277865027106,0.25990464582994416,0.07859082136284362,0.2886411739430488
global_0165,global,0.06910400127601135,0.26274414795998524,0.5108551803901098,0.05666608188145728,0.10063058849243639
global_0166,global,0.3039442957200908,0.0974196314741883,0.157017405274426,0.3274858887046079,0.11413277882668696
global_0167,global,0.1419249723955509,0.0888296953970684,0.42692922140092554,0.28168950305890395,0.060626607747551374
global_0168,global,0.12494039263905131,0.4001945230858199,0.05926622537644539,0.1738184480189362,0.24178041087974725
global_0169,global,0.06634217946378057,0.2871807683781585,0.3483505925832395,0.07722122877925251,0.22090523079556892
global_0170,global,0.19383375402657138,0.5226631352640416,0.028047137144314605,0.19361657989932599,0.06183939366574643
global_0171,global,0.09378434265237097,0.16138417082425946,0.2857761597279448,0.43038831223686774,0.02866701455855703
global_0172,global,0.1325970109511648,0.16856675628883086,0.356027655208467,0.0647864928176092,0.2780220847339281
global_0173,global,0.396999717245897,0.07702985019714848,0.27591414745038906,0.11761457480719487,0.13244171029937055
global_0174,global,0.43441754351255246,0.0376835607165816,0.20001002725751046,0.07485195098418589,0.2530369175291695
global_0175,global,0.02536144703710846,0.44375327084014415,0.0886875054755715,0.025843303152432946,0.41635447349474297
global_0176,global,0.16348511247816147,0.12960214922965002,0.36801577497115606,0.05026073476204152,0.28863622855899096
global_0177,global,0.7112560394559133,0.07036908461273714,0.17538956961409521,0.0011810018577902135,0.04180430445946427
global_0178,global,0.04660174142128079,0.01199479188025396,0.7465202984035072,0.0761397240661323,0.11874344422882567
global_0179,global,0.08068133736798756,0.2365892082181269,0.24347301646193076,0.374231783805776,0.06502465414617875
global_0180,global,0.20156818475336127,0.2140845681617845,0.05420428079369987,0.16118967708666987,0.3689532892044845
global_0181,global,0.29299824945455843,0.1712968490737709,0.03409809065383483,0.2742244876546145,0.22738232316322132
global_0182,global,0.160952754105311,0.09760412618542039,0.19402479656571495,0.3434355619719391,0.20398276117161449
global_0183,global,0.07547509747223922,0.07541291313734945,0.49180798924500874,0.33158072210471723,0.02572327804068533
global_0184,global,0.12597893813695604,0.33448375473437914,0.18798365453531543,0.20838928602640727,0.1431643665669422
global_0185,global,0.1562338308771761,0.3097418482140068,0.056387417478821034,0.4039211422905715,0.0737157611394247
global_0186,global,0.4143633382512066,0.1101274737457905,0.05642322468117758,0.1526442734444396,0.2664416898773856
global_0187,global,0.17128263485262596,0.5476605957405578,0.2297507801080154,0.03646654687398184,0.014839442424819013
global_0188,global,0.10355393042564215,0.17065170813226196,0.03558079173032231,0.5597525433628908,0.13046102634888276
global_0189,global,0.6171369470418844,0.12210241492433453,0.20082461183888675,0.039299394580452125,0.020636631614442288
global_0190,global,0.16149982231672125,0.3737350483406187,0.28732908115376476,0.1639102950695183,0.013525753119376892
global_0191,global,0.020003225360182075,0.5691396757397927,0.18489252379887727,0.09181801855414223,0.1341465565470057
global_0192,global,0.09615486161259526,0.3163603552323775,0.5633108221569656,0.02124954373138791,0.0029244172666737624
global_0193,global,0.07037283493735084,0.030030516204018337,0.40568067010741304,0.1694303974425509,0.32448558130866684
global_0194,global,0.3427349563848521,0.2845737200945943,0.1644780842566956,0.19072109260947778,0.017492146654380307
global_0195,global,0.40320281137549435,0.30587387711271624,0.12886277963002093,0.0004127520719692838,0.16164777980979927
global_0196,global,0.13152497386593703,0.05760268448466235,0.39558981360288453,0.2558695453487602,0.15941298269775583
global_0197,global,0.03353742169049183,0.38346197650157265,0.39784301115102516,0.014701378713457502,0.17045621194345273
global_0198,global,0.23172389050661416,0.22185510890901328,0.16499262200700698,0.2021671608722023,0.17926121770516315
global_0199,global,0.15499720914036805,0.38348915581297605,0.22814390394530243,0.04843321485185966,0.1849365162494939
global_0200,global,0.38078073341877866,0.4531745952464492,0.13368975913230283,0.02429341580530424,0.008061496397165076
global_0201,global,0.46106420077577087,0.03703691786859255,0.22938775680409712,0.0439455683258427,0.22856555622569685
global_0202,global,0.011818705568417152,0.6469011813725006,0.2942852758882986,0.013082720524517021,0.033912116646266616
global_0203,global,0.09802719391728588,0.07555122825247883,0.24591941938061795,0.3929888394263292,0.18751331902328822
global_0204,global,0.004367855781310097,0.5117221825903612,0.10380814383923094,0.37314766463124605,0.006954153157851608
global_0205,global,0.0068012808931929266,0.14959863327529513,0.5603217485423168,0.10816065934322598,0.1751176779459692
global_0206,global,0.7895689183197332,0.03996454595692343,0.011192856118977024,0.09413268315734405,0.06514099644702236
global_0207,global,0.005387034404259445,0.15552415603643016,0.1459934587707562,0.2172414949064773,0.47585385588207696
global_0208,global,0.15029418580209605,0.15458417342254802,0.18720710503313,0.5010526631155646,0.006861872626661275
global_0209,global,0.09886499272265152,0.13562100289918352,0.6018822188095423,0.12704700497042282,0.036584780598199786
global_0210,global,0.3477540535674781,0.13146100980764025,0.04958967985717772,0.4503716654268288,0.020823591340875042
global_0211,global,0.15051139836012245,0.07599723671278194,0.2504446154990873,0.06298429986308597,0.4600624495649225
global_0212,global,0.12356223959428209,0.2218477435428218,0.13046501308525146,0.4610357087838175,0.06308929499382704
global_0213,global,0.18455808847949243,0.01686598219450496,0.1170624646934873,0.46401133880934264,0.2175021258231727
global_0214,global,0.1734107340793174,0.3935178227978581,0.032284105375164775,0.18619985858377738,0.21458747916388227
global_0215,global,0.088789791600983,0.10005758782662114,0.1086812675275121,0.4418750873651079,0.26059626567977584
global_0216,global,0.05131117374636837,0.12404578162893529,0.6224960374342383,0.06444584024924938,0.13770116694120862
global_0217,global,0.15916885731058994,0.09983601228162525,0.05271198975631377,0.46346893539737394,0.22481420525409718
global_0218,global,0.3989398332450414,0.09350109561893236,0.13243032462508855,0.3608021876153415,0.014326558895596081
global_0219,global,0.08744910106707393,0.2675584002205436,0.050205015062962675,0.10624666239161634,0.4885408212578035
global_0220,global,0.07075154266149007,0.36077988765147195,0.4230218484262918,0.017403564298310883,0.12804315696243504
global_0221,global,0.31376841950032763,0.14479515151960953,0.08029942957720249,0.09296735030821429,0.368169649094646
global_0222,global,0.3210513753334599,0.2988112283330698,0.07098149102970336,0.18692493984075662,0.12223096546301017
global_0223,global,0.12428907426847102,0.5636588615942548,0.046921488281608796,0.23610254170668848,0.029028034148976773
global_0224,global,0.4964337438633214,0.10798268081642413,0.04452565228038141,0.27371706610217506,0.07734085693769793
global_0225,global,0.0183118270386154,0.3590630054252654,0.30904818950942,0.08160507230455194,0.23197190572214726
global_0226,global,0.26979997548312723,0.051126730043922625,0.29278229550348983,0.07985288122351351,0.3064381177459467
global_0227,global,0.7910217112611937,0.04276378989968751,0.053292508158794674,0.026260114044421568,0.08666187663590239
global_0228,global,0.06511215945297366,0.13193214073056822,0.21146357758912884,0.5182930279512842,0.07319909427604515
global_0229,global,0.01771456716654467,0.1312938481824228,0.02032406422863482,0.6618380340170218,0.16882948640537593
global_0230,global,0.048711156330931746,0.3624688084478159,0.2212762884651241,0.0162951365187584,0.3512486102373698
global_0231,global,0.15139404042089694,0.09924676413793751,0.033218993940997955,0.17602554487599986,0.5401146566241676
global_0232,global,0.12821197494098238,0.5914343182370877,0.05330797122988947,0.10811522526301764,0.11893051032902283
global_0233,global,0.7070566261555336,0.09121682635066437,0.06340035467535683,0.09377770037532622,0.044548492443119106
global_0234,global,0.015602469707453975,0.1951916337265507,0.10221103970893014,0.3649472194505105,0.3220476374065547
global_0235,global,0.24906689140621052,0.03618278941155542,0.15021760609899323,0.017745254622173766,0.5467874584610669
global_0236,global,0.2148890109975409,0.006235989482263143,0.036811477365526035,0.09552849057976721,0.6465350315749027
global_0237,global,0.2799509679531842,0.38596559519685897,0.041558217808135886,0.14937832917443347,0.1431468898673874
global_0238,global,0.05417437186003071,0.5865802311507412,0.03614172360697261,0.30323516300570896,0.019868510376546484
global_0239,global,0.16647080005033907,0.2078412131870676,0.1324138344524037,0.49052409888869136,0.0027500534214981963
global_0240,global,0.07218042735225058,0.34103185400117747,0.2345387588625661,0.13405288142446686,0.21819607835953886
global_0241,global,0.7968032614820688,0.008659966242011975,0.11265772108960836,0.051395349827438486,0.03048370135887218
global_0242,global,0.14710091756077112,0.10035545680215768,0.4935335767511136,0.042501932941051423,0.2165081159449062
global_0243,global,0.3712956841317011,0.23983600002402208,0.17997596271737282,0.023338175392886046,0.1855541777340179
global_0244,global,0.02892475580039246,0.6361873022677834,0.07279015911249177,0.11861932238091943,0.14347846043841286
global_0245,global,0.1883445448845548,0.24002880926194786,0.48903318433544063,0.017885828451981303,0.06470763306607538
global_0246,global,0.15925319696801016,0.5829146457290296,0.0990611034907719,0.05791346230537052,0.10085759150681768
global_0247,global,0.19127605281631938,0.22917619146099366,0.5433034625900465,0.03006168356622528,0.006182609566415152
global_0248,global,0.0642857634585564,0.007198263112183997,0.7170356165016659,0.1302386290163618,0.08124172791123184
global_0249,global,0.05648394861112149,0.2557940466000263,0.05757777883899239,0.4983657630992073,0.1317784628506523
global_0250,global,0.1649236214709375,0.4952349043314642,0.14515862384302192,0.18955422551479378,0.005128624839782752
global_0251,global,0.09835338270101338,0.0814413516230467,0.00552816682249197,0.583288443425624,0.23138865542782394
global_0252,global,0.7507337701920282,0.004057926618455268,0.011516615501172472,0.19741853504962925,0.03627315263871478
global_0253,global,0.06648784352222303,0.39778516146732473,0.2954384352632896,0.13239251318014503,0.10789604656701769
global_0254,global,0.5272704224065623,0.11032417857769225,0.1140909195255971,0.1964704030428682,0.05184407644728013
global_0255,global,0.3263477323031454,0.3323555978609311,0.2767541402988836,0.0036985535423016704,0.060843975994738085
global_0256,global,0.20970316505960035,0.15573519837282265,0.045726200611666296,0.5167429120316164,0.07209252392429424
global_0257,global,0.15679056081662562,0.02835269073156381,0.5767089972967314,0.0879894321565639,0.15015831899851526
global_0258,global,0.04339605721980253,0.11088149589618847,0.14656068119882634,0.5970174293205922,0.10214433636459033
global_0259,global,0.14716638306021929,0.5289520938086039,0.16234882922610427,0.12643878467738745,0.035093909227685134
global_0260,global,0.15684833526596786,0.09703713066804626,0.07747558377693167,0.16951884846404525,0.49912010182500893
global_0261,global,0.20123902948192557,0.2328627325083727,0.06395519840499364,0.023102350334215253,0.4788406892704929
global_0262,global,0.15314125698988643,0.5705378913966466,0.16893234834905566,0.016489863214257123,0.09089864005015412
global_0263,global,0.23387097427902118,0.35594804090605464,0.3517944533477542,0.007655840564344224,0.05073069090282548
global_0264,global,0.2048083275917236,0.3244733517080978,0.28210176620963884,0.026847144006225523,0.16176941048431406
global_0265,global,0.08979784279424806,0.4597462773282977,0.2871017348599062,0.10734209149165554,0.05601205352589229
global_0266,global,0.25870756056637667,0.053133882953511936,0.2427351186728678,0.1967840529527154,0.24863938485452822
global_0267,global,0.02721727619543616,0.49425690484754276,0.009817956467981502,0.45125035540617536,0.01745750708286439
